2506  1.007026e-01 
2531  1.339985e+00 
2532  6.593843e-01 
1518  7.542964e-01 
3513  1.340054e+00 
1774  7.821217e-01 
3515  1.340434e+00 
30  1.086360e+00 
513  1.255005e-01 
523  1.340251e+00 
3524  1.180199e+00 
2582  7.608068e-01 
3537  1.340331e+00 
1793  1.340171e+00 
2254  1.180034e+00 
1794  9.220338e-01 
2006  1.080802e+00 
3002  1.179751e+00 
2012  1.340472e+00 
40  7.708460e-01 
1803  7.139493e-01 
1306  9.783309e-01 
547  7.249263e-01 
1312  8.615047e-01 
1570  1.180105e+00 
1058  1.179946e+00 
1577  1.180167e+00 
1061  1.180220e+00 
2268  1.180085e+00 
3548  2.227632e-01 
3017  7.498367e-01 
259  1.180115e+00 
2269  4.922823e-01 
2600  1.179892e+00 
2771  3.003154e-02 
2602  1.340441e+00 
262  4.630446e-01 
1062  6.272035e-01 
3022  1.180222e+00 
1064  8.290546e-01 
830  1.180160e+00 
2039  1.180159e+00 
2049  7.187526e-01 
841  1.340155e+00 
3567  1.001686e+00 
270  1.340309e+00 
3791  1.340192e+00 
2280  1.179821e+00 
1830  1.340064e+00 
3800  1.340360e+00 
2288  9.598775e-01 
1076  3.077164e-01 
3287  1.101660e+00 
3288  4.682805e-01 
2784  3.146897e-01 
1596  5.530994e-01 
3805  1.086964e+00 
3040  8.590845e-02 
76  1.031380e-01 
564  1.180220e+00 
571  1.180068e+00 
1850  1.180018e+00 
1854  7.571249e-01 
3049  1.102782e-01 
3314  7.578205e-01 
1326  3.564296e-01 
98  6.503585e-01 
279  1.340108e+00 
3054  1.179842e+00 
847  1.043577e-01 
848  1.340135e+00 
1328  1.340222e+00 
850  1.340300e+00 
3847  1.340274e+00 
2608  1.180124e+00 
296  1.380579e-01 
2617  1.180068e+00 
2807  1.340294e+00 
1090  6.874095e-01 
2621  1.180169e+00 
1332  4.247316e-01 
1624  1.340420e+00 
1643  8.109370e-01 
1647  1.340368e+00 
1335  1.180257e+00 
1869  2.901494e-01 
1339  1.180168e+00 
1875  1.179927e+00 
3063  4.154366e-01 
583  1.180033e+00 
3072  6.540670e-01 
868  2.361976e-01 
869  1.340223e+00 
3074  1.179941e+00 
3076  1.007039e+00 
3858  1.180021e+00 
1882  9.959304e-01 
874  9.249856e-01 
3864  8.913879e-01 
2654  1.340061e+00 
3865  1.179917e+00 
3355  1.340442e+00 
1899  4.033997e-01 
3625  1.339935e+00 
329  2.373552e-01 
336  1.180257e+00 
1119  9.627896e-01 
2329  1.180076e+00 
1355  1.179962e+00 
358  1.180112e+00 
882  8.145888e-01 
1147  1.179807e+00 
1665  1.340490e+00 
893  1.339843e+00 
150  1.019893e+00 
3873  2.345372e-01 
166  1.180163e+00 
2689  1.116081e+00 
2389  7.957207e-01 
2842  1.209357e+00 
2390  8.832763e-01 
1672  1.340308e+00 
1366  1.180143e+00 
2844  8.095397e-01 
1920  2.493848e-01 
3106  6.714823e-01 
3380  1.180109e+00 
2699  3.636015e-01 
3890  6.151015e-01 
2711  1.734627e-01 
2397  6.108663e-01 
3648  1.179965e+00 
2859  1.340321e+00 
2403  7.429894e-01 
3108  4.363993e-01 
435  1.180026e+00 
2413  1.340192e+00 
3130  7.110922e-01 
450  1.339910e+00 
453  6.169385e-01 
3148  8.453883e-01 
634  1.995431e-01 
2420  1.221858e-01 
3655  3.425212e-01 
636  1.340312e+00 
644  1.180045e+00 
2425  3.807006e-01 
2724  1.339976e+00 
3662  1.179869e+00 
1705  1.340347e+00 
3402  1.340415e+00 
3673  3.199912e-01 
1382  9.194230e-01 
3675  1.340195e+00 
203  1.340464e+00 
460  1.179826e+00 
