0.000183105,6.30781e-05
0.000549316,6.30781e-05
0.000915527,7.88476e-05
0.00128174,6.30781e-05
0.00164795,6.30781e-05
0.00201416,8.67323e-05
0.00238037,0.000102502
0.00274658,7.88476e-05
0.00311279,7.09628e-05
0.003479,8.67323e-05
0.00384521,7.09628e-05
0.00421143,0.000102502
0.00457764,0.000134041
0.00494385,0.000102502
0.00531006,0.000110387
0.00567627,0.000141926
0.00604248,0.000134041
0.00640869,0.00016558
0.0067749,6.30781e-05
0.00714111,9.46171e-05
0.00750732,0.000141926
0.00787354,0.000126156
0.00823975,0.000126156
0.00860596,0.000157695
0.00897217,0.000189234
0.00933838,0.00014981
0.00970459,0.00014981
0.0100708,0.000110387
0.010437,0.000157695
0.0108032,0.00014981
0.0111694,0.000126156
0.0115356,0.00016558
0.0119019,0.00016558
0.0122681,0.000126156
0.0126343,0.00014981
0.0130005,0.000205004
0.0133667,0.000157695
0.0137329,0.000102502
0.0140991,0.000228658
0.0144653,0.000157695
0.0148315,0.000118271
0.0151978,0.00016558
0.015564,0.000205004
0.0159302,0.000141926
0.0162964,0.00014981
0.0166626,0.000118271
0.0170288,0.00014981
0.017395,0.000126156
0.0177612,0.00014981
0.0181274,0.000118271
0.0184937,0.000157695
0.0188599,0.000126156
0.0192261,0.000189234
0.0195923,0.000205004
0.0199585,0.000141926
0.0203247,0.000118271
0.0206909,0.000134041
0.0210571,0.000118271
0.0214233,0.000173465
0.0217896,0.000173465
0.0221558,0.000141926
0.022522,0.00014981
0.0228882,0.000102502
0.0232544,0.00014981
0.0236206,0.000173465
0.0239868,0.000181349
0.024353,7.88476e-05
0.0247192,0.00014981
0.0250854,0.000134041
0.0254517,0.000126156
0.0258179,0.000118271
0.0261841,0.000157695
0.0265503,0.000126156
0.0269165,0.000197119
0.0272827,0.000126156
0.0276489,0.000118271
0.0280151,0.00014981
0.0283813,0.000118271
0.0287476,0.000110387
0.0291138,7.09628e-05
0.02948,0.000141926
0.0298462,0.000189234
0.0302124,0.000173465
0.0305786,9.46171e-05
0.0309448,0.000189234
0.031311,0.000181349
0.0316772,0.000141926
0.0320435,0.000157695
0.0324097,0.00014981
0.0327759,7.88476e-05
0.0331421,0.000141926
0.0335083,0.000110387
0.0338745,0.000126156
0.0342407,0.000157695
0.0346069,7.88476e-05
0.0349731,0.000118271
0.0353394,0.000134041
0.0357056,0.000118271
0.0360718,0.000118271
0.036438,0.000181349
0.0368042,0.000189234
0.0371704,0.000141926
0.0375366,0.000134041
0.0379028,0.000244427
0.038269,0.00016558
0.0386353,0.000189234
0.0390015,0.000181349
0.0393677,0.000220773
0.0397339,0.000118271
0.0401001,0.000157695
0.0404663,0.000189234
0.0408325,0.000110387
0.0411987,0.000205004
0.0415649,7.09628e-05
0.0419312,0.00016558
0.0422974,0.000173465
0.0426636,0.000197119
0.0430298,0.00014981
0.043396,0.000205004
0.0437622,0.000134041
0.0441284,0.00016558
0.0444946,0.000157695
0.0448608,0.000157695
0.0452271,0.00016558
0.0455933,0.000197119
0.0459595,0.000157695
0.0463257,0.000141926
